Gene	number_of_undetected_samples	chi^2	pvalue	BH-corrected P-value	Bonferroni-corrected P-value
FBXL15	0	8.465526745116208	0.9883120300924707	1.0	1.0
SEC16A	0	8.46349375221185	0.9883297493025678	1.0	1.0
ETV6	0	8.463284925707825	0.988331568248815	1.0	1.0
PRMT7	0	8.461366002021059	0.988348272677253	1.0	1.0
DHX36	0	8.460709757108592	0.9883539812124708	1.0	1.0
SLC39A11	0	8.455286134307606	0.9884010793627188	1.0	1.0
NCOR2	0	8.453292164099109	0.9884183585774644	1.0	1.0
ITFG2	0	8.450059492195644	0.988446330741507	1.0	1.0
WBSCR22	0	8.445687299177386	0.9884840819252478	1.0	1.0
TSC1	0	8.441815481781838	0.9885174348215392	1.0	1.0
ASCC1	0	8.44154707825313	0.9885197442153261	1.0	1.0
HECTD4	0	8.438074433016743	0.9885495918712137	1.0	1.0
ARPC1B	0	8.437677228043128	0.9885530021383826	1.0	1.0
CHD4	0	8.43673353401044	0.9885611012976876	1.0	1.0
GBF1	0	8.436578839289602	0.9885624285364243	1.0	1.0
CACUL1	10	2.6458312520439446	0.9885759450770446	1.0	1.0
STAG1	0	8.434722676338275	0.9885783448379075	1.0	1.0
BIRC6	0	8.429066481858051	0.9886267426050904	1.0	1.0
TXNL4A	0	8.426213415598122	0.98865109624569	1.0	1.0
NOL8	0	8.423891976081196	0.9886708828417615	1.0	1.0
ASUN	0	8.419147745386347	0.9887112387737967	1.0	1.0
CRELD1	0	8.418911277191434	0.9887132473994441	1.0	1.0
SH3GLB2	0	8.41823706917171	0.988718972823466	1.0	1.0
TRIM13	0	8.417914517142222	0.9887217111822025	1.0	1.0
VPS26A	0	8.417792499509321	0.9887227469400086	1.0	1.0
RPF1	0	8.415184022895541	0.9887448720315396	1.0	1.0
IP6K1	0	8.411778965038453	0.9887737043089954	1.0	1.0
RPL36AL	0	8.411721501889623	0.9887741903975509	1.0	1.0
HSPA5	0	8.40585961533059	0.9888236933033647	1.0	1.0
USP7	0	8.39320978253555	0.9889299566877073	1.0	1.0
ZFAND3	10	2.6241164775329766	0.9889409729053539	1.0	1.0
CRYZL1	0	8.39132708257517	0.9889457064680389	1.0	1.0
PPP1R2;PPP1R2P3	0	8.391324159169221	0.9889457309106781	1.0	1.0
TMEM259	0	8.386047025346336	0.9889897864521754	1.0	1.0
MTR	0	8.385481053095823	0.9889945035009527	1.0	1.0
ADCK2	10	2.619424515747585	0.9890187876490859	1.0	1.0
GTPBP2	0	8.380430330300486	0.9890365306057819	1.0	1.0
MEP1A	10	2.616697742129145	0.9890638384282837	1.0	1.0
NBN	0	8.364818631498432	0.9891656674826571	1.0	1.0
ARHGEF11	0	8.364226365593419	0.9891705437908314	1.0	1.0
MATR3	0	8.363650017297296	0.989175287447586	1.0	1.0
TSC22D4	0	8.361761326850747	0.9891908213528049	1.0	1.0
ELP4	0	8.35425781866236	0.98925236860075	1.0	1.0
TARDBP	0	8.351071676343468	0.9892784223103498	1.0	1.0
ALKBH8	10	2.6014980498216245	0.9893126546383294	1.0	1.0
ARHGAP29	0	8.345543859402241	0.9893235107119915	1.0	1.0
YEATS4	0	8.344885370306704	0.9893288721694026	1.0	1.0
CPNE3	0	8.34294194351823	0.9893446837611404	1.0	1.0
PSMA7	0	8.341630123436266	0.9893553465935901	1.0	1.0
MFSD1	0	8.338236299702261	0.9893828949696996	1.0	1.0
WDR44	0	8.332849626642291	0.9894265086392239	1.0	1.0
PPP1R16A	0	8.327508301436078	0.9894696207955961	1.0	1.0
MTA2	0	8.32620241477732	0.9894801408508853	1.0	1.0
FTO	0	8.32334168723669	0.9895031586295802	1.0	1.0
GIMAP2	0	8.319827464609519	0.9895313821692386	1.0	1.0
AES	10	2.5854085403371627	0.9895717957904997	1.0	1.0
UBAP1	0	8.312613496052503	0.9895891386966477	1.0	1.0
TRMT2A	0	8.311485999089154	0.9895981437632885	1.0	1.0
ABCB10	0	8.308139279941988	0.989624838431107	1.0	1.0
NUMB	0	8.304945884192643	0.9896502615981092	1.0	1.0
SRSF1	0	8.30423758043648	0.9896558941079008	1.0	1.0
USO1	0	8.29920687513361	0.9896958318666287	1.0	1.0
PPIA	0	8.29625163890308	0.989719238210163	1.0	1.0
FCF1	10	2.5749028882406533	0.9897386636788535	1.0	1.0
DDX31	0	8.287027945032854	0.9897920328425132	1.0	1.0
EEPD1	0	8.286783032690524	0.9897939603696093	1.0	1.0
WDR45	0	8.28576761901969	0.9898019490018793	1.0	1.0
CACTIN	0	8.28157567835461	0.9898348782370702	1.0	1.0
TROVE2	0	8.277404995518681	0.9898675602044132	1.0	1.0
PPP3CC	0	8.277057295439121	0.9898702812113204	1.0	1.0
SNRPG;SNRPGP15	0	8.276174747701507	0.9898771852966817	1.0	1.0
RPL26	0	8.274254319732016	0.9898921962542556	1.0	1.0
CASC3	0	8.271276971565026	0.9899154351200506	1.0	1.0
WDR26	0	8.269942662467622	0.9899258365046464	1.0	1.0
PI4KB	0	8.267049576479415	0.9899483610486657	1.0	1.0
MBOAT2	10	2.5606969900428336	0.9899613858303987	1.0	1.0
KIAA0556	10	2.560226073068327	0.9899687116967523	1.0	1.0
PSMD9	0	8.262679421175205	0.9899823128697012	1.0	1.0
RPS13	0	8.261534199889292	0.9899911956715639	1.0	1.0
ARL6IP6	0	8.257360913371592	0.9900235146802873	1.0	1.0
PIGX	10	2.5558183873394937	0.9900371027625982	1.0	1.0
TLN1	0	8.248107438945546	0.9900948926888966	1.0	1.0
LPP	0	8.246934252761406	0.9901039143883839	1.0	1.0
ABCB7	0	8.245665455649396	0.9901136642856825	1.0	1.0
GNG5	0	8.24541101412756	0.9901156186260659	1.0	1.0
NUP35	0	8.245052631482427	0.9901183708291498	1.0	1.0
VWA9	0	8.243425174070701	0.9901308615653697	1.0	1.0
RAB14	0	8.243200632609188	0.9901325839770827	1.0	1.0
TRIM2	0	8.240380203893924	0.9901541994239812	1.0	1.0
RRP36	0	8.239538686299852	0.9901606417310688	1.0	1.0
PKN2	0	8.235883461608257	0.9901885873614893	1.0	1.0
PPP2R5D	0	8.235015899195067	0.9901952113325584	1.0	1.0
SNX17	0	8.233739376951508	0.9902049515811697	1.0	1.0
NDST1	0	8.233057755524095	0.9902101495386129	1.0	1.0
FYCO1	0	8.231819008748129	0.9902195906837059	1.0	1.0
EFR3A	0	8.228336625482862	0.9902460946218415	1.0	1.0
NEK7	0	8.215352787479436	0.9903444307951909	1.0	1.0
UBTF	0	8.212461136543812	0.990366228144801	1.0	1.0
ADCY6	10	2.5336855424214706	0.9903756947644394	1.0	1.0
RIOK2	0	8.20911888082381	0.9903913754145662	1.0	1.0
PLA2G6	10	2.5325327461555123	0.9903931108000106	1.0	1.0
MMP15	0	8.208527727542673	0.9903958180630528	1.0	1.0
RDH13	0	8.208352530750501	0.9903971344050817	1.0	1.0
SF3A3	0	8.203895269885823	0.990430577819293	1.0	1.0
PNN	0	8.196368161029811	0.9904868530020047	1.0	1.0
GAN	10	2.525224468483671	0.9905030182835063	1.0	1.0
SAYSD1	0	8.194127915404783	0.99050355298738	1.0	1.0
SPRYD3	10	2.5244621799085682	0.9905144321600224	1.0	1.0
RBM14	0	8.191811227055064	0.9905207992893627	1.0	1.0
RAB7A	0	8.19128380093514	0.990524722307315	1.0	1.0
HCFC1	0	8.187483149505281	0.9905529551074486	1.0	1.0
NSMAF	0	8.185541827257543	0.9905673512591883	1.0	1.0
MBD3	0	8.182814128545376	0.9905875506075492	1.0	1.0
ZNF384	0	8.182520780703216	0.9905897209604831	1.0	1.0
MED6	0	8.179790164635346	0.9906099052820886	1.0	1.0
SURF6	0	8.179737159287658	0.9906102967628183	1.0	1.0
BAZ2A	0	8.176095623368843	0.990637162185442	1.0	1.0
MAPK14	0	8.174381429638915	0.990649788317571	1.0	1.0
HNF4A	0	8.174045547365896	0.990652260781553	1.0	1.0
GTF2F2	0	8.172994218028125	0.9906599964993505	1.0	1.0
NEK6	0	8.165474253224449	0.9907151862604852	1.0	1.0
DHX32	0	8.161138275390979	0.9907468950396845	1.0	1.0
COPS8	0	8.157002879447825	0.9907770598586184	1.0	1.0
ADRBK1	0	8.156216848317436	0.9907827849001803	1.0	1.0
DVL2	0	8.155389378224758	0.99078880882819	1.0	1.0
LATS2	10	2.5057540070565434	0.9907916055381197	1.0	1.0
UBE2K	0	8.148396480889906	0.9908395966408579	1.0	1.0
LMO7	0	8.13648546805	0.9909256106665291	1.0	1.0
SNX12	0	8.122961596234033	0.9910225218241661	1.0	1.0
NCKAP5L	10	2.484896668428452	0.9910939888962779	1.0	1.0
TRIM25	0	8.111899015123582	0.9911012052968402	1.0	1.0
TRNT1	0	8.108093534897742	0.9911281497341821	1.0	1.0
DIABLO	0	8.107457568174286	0.991132646556949	1.0	1.0
STX6	0	8.106791873998889	0.9911373517093294	1.0	1.0
POLR2H	0	8.104563619061553	0.9911530872023214	1.0	1.0
TEX2	0	8.098366611029304	0.9911967368288925	1.0	1.0
SLTM	0	8.09835228582377	0.9911968375394279	1.0	1.0
UBE2R2	0	8.095742877987822	0.9912151677596277	1.0	1.0
RFT1	0	8.094709283853756	0.9912224203288313	1.0	1.0
HPS5	0	8.09113696134714	0.9912474514632178	1.0	1.0
DNAAF5	0	8.089094621501	0.9912617374865184	1.0	1.0
EP300	0	8.08782538865061	0.9912706066800019	1.0	1.0
RANBP10	0	8.085321206709304	0.9912880852775673	1.0	1.0
MPHOSPH9	10	2.470702282239288	0.9912958138472894	1.0	1.0
NDOR1	10	2.4659356239352395	0.9913628747675038	1.0	1.0
EIF3H	0	8.072414871681481	0.9913777437614227	1.0	1.0
PRKCSH	0	8.072175144365238	0.9913794023977434	1.0	1.0
RBM12B	0	8.069782362098863	0.9913959442937025	1.0	1.0
CENPC	0	8.069313637946093	0.9913991818486164	1.0	1.0
MMGT1	0	8.06586640174034	0.9914229638046116	1.0	1.0
EP400	0	8.065124726940697	0.9914280739109466	1.0	1.0
NBEAL1	0	8.064384850082028	0.9914331693042165	1.0	1.0
STX10	0	8.063824262004216	0.9914370284231596	1.0	1.0
SETX	0	8.05274778258723	0.9915130065916107	1.0	1.0
BRD4	0	8.05213728393847	0.991517179172334	1.0	1.0
MED13	10	2.4542218278917485	0.9915261553940758	1.0	1.0
CLEC16A	0	8.047428555565896	0.9915493091271285	1.0	1.0
RALB	0	8.045908976389931	0.9915596580119106	1.0	1.0
LRRFIP2	0	8.042910000971869	0.9915800535964607	1.0	1.0
IFT81	10	2.450258195138705	0.9915809183784396	1.0	1.0
CCDC39	10	2.4480273255522653	0.991611632975952	1.0	1.0
CAPZA1	0	8.031015168176921	0.9916605764666483	1.0	1.0
RNF20	0	8.029756787510266	0.9916690604669635	1.0	1.0
MTFMT	0	8.028029651841205	0.9916806940261866	1.0	1.0
UBE2O	0	8.02424491792088	0.9917061434594547	1.0	1.0
RELB	0	8.023590812657076	0.9917105357524306	1.0	1.0
ASCC3	0	8.023354033867044	0.9917121252731255	1.0	1.0
AP1S1	0	8.01694725905551	0.9917550458748591	1.0	1.0
TRIM5	0	8.015953291671021	0.9917616893913422	1.0	1.0
AKTIP	0	8.013754449644388	0.9917763714898544	1.0	1.0
HECTD1	0	8.0115619077325	0.9917909915064093	1.0	1.0
NSDHL	0	8.009061840545286	0.9918076377568222	1.0	1.0
CYB5R4	0	8.006524091853931	0.9918245083763204	1.0	1.0
TMX2	0	8.004047014210485	0.99184094991428	1.0	1.0
TXNDC11	0	8.00254048123757	0.9918509370585027	1.0	1.0
GTF3C5	0	7.994159511336076	0.991906325049698	1.0	1.0
ISY1	0	7.993863413658143	0.9919082765893468	1.0	1.0
EFTUD1	0	7.991629258935688	0.9919229899450909	1.0	1.0
GSK3A	0	7.989877436756698	0.9919345124401627	1.0	1.0
CNST	0	7.987838099491205	0.9919479101282993	1.0	1.0
DDX28	0	7.9854728736652225	0.9919634273514087	1.0	1.0
PAIP1	0	7.975981736712985	0.9920254635234416	1.0	1.0
ANKRD17	0	7.974862268421369	0.9920327562676133	1.0	1.0
CLTB	0	7.9724462973576555	0.9920484775639679	1.0	1.0
ARL5A	0	7.970660195589524	0.9920600848047616	1.0	1.0
ECE1	0	7.968488499034741	0.992074180328968	1.0	1.0
USP9X	0	7.9540154868956146	0.9921676273230683	1.0	1.0
RPL7A	0	7.953163530221116	0.992173101553346	1.0	1.0
SMC5	0	7.944880497763481	0.992226170661831	1.0	1.0
NEU3	10	2.4020886102482244	0.9922270024600514	1.0	1.0
PJA2	0	7.944314215088407	0.9922297886730853	1.0	1.0
YKT6	0	7.943858257899174	0.9922327008665356	1.0	1.0
IK	0	7.943501078757698	0.9922349815787164	1.0	1.0
SDAD1	0	7.936467745516352	0.9922797868980441	1.0	1.0
HNRNPF	0	7.933912749360125	0.992296013915936	1.0	1.0
METTL3	0	7.933527963255833	0.9922984554506469	1.0	1.0
UPRT	0	7.933315023411532	0.9922998063348102	1.0	1.0
SORL1	0	7.931285092849883	0.9923126749954009	1.0	1.0
FAM160B2	0	7.929943310722321	0.9923211720701616	1.0	1.0
DCTN4	0	7.9291426678998596	0.9923262388363941	1.0	1.0
PAPOLA	0	7.926672621469116	0.9923418539851129	1.0	1.0
ELP2	0	7.925548587753945	0.9923489517966008	1.0	1.0
PTBP1	0	7.925453367357275	0.9923495528413968	1.0	1.0
ESRRA	10	2.3908513931327855	0.9923726154846162	1.0	1.0
USP47	0	7.9153822043992905	0.9924129183692718	1.0	1.0
UCHL5	0	7.914730961676986	0.9924170018772794	1.0	1.0
IRAK4	0	7.908452341291539	0.9924562840857961	1.0	1.0
PICALM	0	7.907947202431951	0.9924594376575324	1.0	1.0
ATM	0	7.8994628743063835	0.9925122534239686	1.0	1.0
MED24	0	7.897560339834185	0.9925240576333806	1.0	1.0
CLCN7	0	7.895355426534412	0.9925377199837434	1.0	1.0
YTHDC1	0	7.895184176417286	0.9925387802980317	1.0	1.0
PAXBP1	0	7.894137284059769	0.9925452597233626	1.0	1.0
POLR2G	0	7.893727979692644	0.9925477918092929	1.0	1.0
MRPL28	0	7.889510359272591	0.9925738447247215	1.0	1.0
PFN1	0	7.888910333212437	0.9925775454656701	1.0	1.0
RPRD1B	0	7.888667236147477	0.9925790443943263	1.0	1.0
RHOG	0	7.888568952057886	0.9925796503445611	1.0	1.0
USP12	0	7.882987767692997	0.9926139974081786	1.0	1.0
CPSF2	0	7.880044015868698	0.9926320640159372	1.0	1.0
FAM210A	0	7.879316595869732	0.9926365231321497	1.0	1.0
DOCK6	0	7.877059212134965	0.9926503477353499	1.0	1.0
USP39	0	7.872170428072599	0.9926802188190146	1.0	1.0
LYPLA2	0	7.870140802847582	0.9926925925208009	1.0	1.0
GATSL2	10	2.363228228374327	0.9927224800345251	1.0	1.0
CBFB	0	7.861522869359673	0.9927449524132752	1.0	1.0
PPP3CB	0	7.8538931545946555	0.99279106600633	1.0	1.0
CNOT3	0	7.852744207213229	0.9927979905261507	1.0	1.0
CHERP	0	7.851733112917724	0.992804079977072	1.0	1.0
IBTK	0	7.851512065668879	0.992805410733844	1.0	1.0
EIF4E	0	7.851295823880486	0.9928067123766652	1.0	1.0
CEP63	0	7.8460796141228775	0.9928380556793805	1.0	1.0
PAN2	0	7.84526948541216	0.9928429141217601	1.0	1.0
SMPD2	10	2.3528068979114862	0.9928515171008354	1.0	1.0
SNX29	0	7.829720950802384	0.992935668156494	1.0	1.0
GOLGA3	0	7.828736162243236	0.9929415114186793	1.0	1.0
PHB2	0	7.825276209006541	0.9929620115005018	1.0	1.0
PDIA6	0	7.823720443420045	0.9929712143321578	1.0	1.0
TOB1	10	2.3421154822338943	0.9929822318081839	1.0	1.0
PSMG3	0	7.821136935824701	0.992986476017447	1.0	1.0
GNB1	0	7.819957657758131	0.9929934339031812	1.0	1.0
HPS1	10	2.341164811044628	0.9929937734887027	1.0	1.0
TCERG1	0	7.809823982709925	0.9930530040615262	1.0	1.0
USP4	0	7.800696555268131	0.9931063230119308	1.0	1.0
CNNM2	10	2.329002353520333	0.9931402658082422	1.0	1.0
PMVK	0	7.793271872388586	0.9931494611586653	1.0	1.0
GPR158	10	2.3274055344976468	0.993159338655536	1.0	1.0
APOO	0	7.790747026619504	0.9931640830576292	1.0	1.0
UBE4B	0	7.78909608241586	0.9931736309432129	1.0	1.0
DIS3	0	7.785181878678874	0.9931962266590054	1.0	1.0
CDC37	0	7.775484256248729	0.9932519591692959	1.0	1.0
POLR1C	0	7.775459719666179	0.9932520997318517	1.0	1.0
CGN	0	7.773596661351495	0.9932627660004194	1.0	1.0
RANBP2	0	7.769397743197754	0.9932867575108086	1.0	1.0
PNISR	0	7.768257495680702	0.9932932611439479	1.0	1.0
PPP1R12C	0	7.763707523094891	0.9933191642530527	1.0	1.0
SRP68	0	7.762273728924598	0.9933273107967442	1.0	1.0
PIGG	0	7.754894226666449	0.993369118031687	1.0	1.0
FGFR1OP	0	7.753654342468981	0.9933761224053491	1.0	1.0
COG8	0	7.749396995227759	0.9934001294373905	1.0	1.0
TELO2	0	7.745578694985483	0.9934216032759418	1.0	1.0
FBXW11	0	7.742094456416357	0.9934411510730717	1.0	1.0
IWS1	0	7.741645260842346	0.9934436679362038	1.0	1.0
TSC22D2	0	7.741072061899	0.9934468785082495	1.0	1.0
DHX35	0	7.740952016620845	0.9934475507451875	1.0	1.0
MED23	0	7.7387329258355475	0.993459967718925	1.0	1.0
NCOA2	0	7.738712698976413	0.9934600808148025	1.0	1.0
GTF2H1	0	7.733180386435382	0.9934909571374219	1.0	1.0
MARK3	0	7.725829175402145	0.9935318098199714	1.0	1.0
HACE1	10	2.295437161800542	0.9935334244171017	1.0	1.0
CTTNBP2NL	0	7.723231715659734	0.9935461969510577	1.0	1.0
TMEM161B	0	7.723008776081269	0.9935474306383849	1.0	1.0
NAA38	0	7.7218326895759395	0.9935539357546257	1.0	1.0
TXNDC17	0	7.720812876917731	0.9935595723758112	1.0	1.0
TTC37	0	7.716687001854165	0.9935823375335724	1.0	1.0
RUNX1	10	2.2910525226777962	0.9935835896484996	1.0	1.0
CTDSPL	10	2.290818873927456	0.9935862551778919	1.0	1.0
TMEM242	10	2.2905670503591327	0.9935891271817825	1.0	1.0
CSTF1	0	7.714816821388374	0.9935926359536276	1.0	1.0
NAPB	0	7.711385659124499	0.9936114967906761	1.0	1.0
EML3	0	7.707192869460263	0.9936344856995617	1.0	1.0
PIK3R1	0	7.705990691176054	0.9936410653367876	1.0	1.0
FAF2	0	7.7006844429158425	0.993670043882871	1.0	1.0
INSR	0	7.69735807916758	0.9936881575029419	1.0	1.0
COMMD10	0	7.6852143344194195	0.9937539444309202	1.0	1.0
RPS6KA4	0	7.680990553962447	0.9937767008310436	1.0	1.0
ATP5A1	0	7.67547803776735	0.993806303570456	1.0	1.0
MTMR3	0	7.674664755666015	0.9938106616933035	1.0	1.0
TP53RK	0	7.673259866488275	0.9938181844376427	1.0	1.0
PARG	0	7.670648513590164	0.9938321485372298	1.0	1.0
LUC7L3	0	7.670592732985339	0.9938324465539691	1.0	1.0
RAI1	10	2.268852925008405	0.9938333991643659	1.0	1.0
YTHDF1	0	7.669737303944874	0.9938370154176592	1.0	1.0
ARFGEF1	0	7.668073518940885	0.9938458941918453	1.0	1.0
ZNF24	0	7.667944478349915	0.9938465824001057	1.0	1.0
HNRNPUL2	0	7.666220938647026	0.9938557687672072	1.0	1.0
RBM27	0	7.663962989876147	0.993867787367145	1.0	1.0
TBC1D4	0	7.662851594836993	0.9938736963794257	1.0	1.0
ELL2	10	2.2645710293044043	0.9938807851854008	1.0	1.0
VCP	0	7.6603326199207675	0.9938870727577607	1.0	1.0
PARD6G	0	7.656663645672294	0.9939065152755785	1.0	1.0
PREP	0	7.653647085399814	0.9939224644895743	1.0	1.0
BMS1	0	7.645327188011175	0.9939662853804755	1.0	1.0
CASP9	0	7.642271139784729	0.9939823197089437	1.0	1.0
UBE2I	0	7.641249979998125	0.9939876700852782	1.0	1.0
THTPA	0	7.6396055129140565	0.9939962785055831	1.0	1.0
MAX	10	2.252174484776393	0.9940165304939594	1.0	1.0
C17orf62	0	7.63544625333245	0.9940180085049796	1.0	1.0
SCAMP1	0	7.6346829571085175	0.9940219896808246	1.0	1.0
FASTKD2	0	7.63062938556569	0.9940430976284355	1.0	1.0
TRIP11	0	7.628091735192998	0.994056282244768	1.0	1.0
PIP5K1A	0	7.62561233056657	0.9940691422890228	1.0	1.0
ERLEC1	0	7.625428898501486	0.9940700928434721	1.0	1.0
TRAFD1	0	7.625109880110879	0.9940717457307721	1.0	1.0
NCBP2-AS2	0	7.622957142718582	0.9940828900467689	1.0	1.0
DHX16	0	7.621240797532428	0.9940917635508673	1.0	1.0
MAEA	0	7.6209914491086455	0.9940930518197306	1.0	1.0
ZBTB11	0	7.6178896209523295	0.9941090592664321	1.0	1.0
TRIM65	0	7.6125597536859635	0.9941364859331273	1.0	1.0
SNX15	0	7.610173409201888	0.9941487334114187	1.0	1.0
SETD3	0	7.609493435273655	0.9941522196033613	1.0	1.0
HNRNPA2B1	0	7.607492182507621	0.9941624705380682	1.0	1.0
WDR74	0	7.60665477875575	0.9941667557805425	1.0	1.0
LARP4	0	7.6047313162180705	0.9941765894283346	1.0	1.0
CSNK1G3	0	7.602969175395193	0.9941855869838397	1.0	1.0
SLC25A6	0	7.5869521888667375	0.9942668745811423	1.0	1.0
PPP2R4	0	7.585860625614558	0.9942723819433856	1.0	1.0
MTDH	0	7.585465453852679	0.9942743747219319	1.0	1.0
ANKHD1	0	7.583935941644295	0.9942820826769287	1.0	1.0
COG1	0	7.583556899647637	0.9942839916023339	1.0	1.0
TUBG1	0	7.581149367228205	0.9942961047828013	1.0	1.0
SIN3A	0	7.579160755612198	0.9943060951178883	1.0	1.0
HYPK	0	7.5768960944181405	0.9943174556424124	1.0	1.0
TCF4	0	7.5748081353720345	0.9943279140851385	1.0	1.0
ENDOV	10	2.2223645418091325	0.9943342691562909	1.0	1.0
CWC22	0	7.5686833680261465	0.9943585060467751	1.0	1.0
C2CD5	0	7.566009606269203	0.9943718205180051	1.0	1.0
CAMKMT	10	2.217199090234593	0.9943880923125503	1.0	1.0
PIGT	0	7.5614431968592735	0.994394503072157	1.0	1.0
GTF3C4	0	7.555586279181246	0.9944234914481471	1.0	1.0
SLC38A7	0	7.552487981236948	0.9944387788598168	1.0	1.0
WIPF2	0	7.551982316176259	0.9944412707704748	1.0	1.0
ASH2L	0	7.550841475409315	0.9944468896177677	1.0	1.0
OTUD1	10	2.2110037238849802	0.994452170528467	1.0	1.0
STIM1	0	7.54884675204557	0.9944567033397476	1.0	1.0
INAFM2	0	7.545832701955186	0.9944715063017342	1.0	1.0
C7orf26	0	7.543473615166568	0.9944830709880528	1.0	1.0
SHARPIN	0	7.5372937343897055	0.9945132764039541	1.0	1.0
SF3B1	0	7.531114934801832	0.9945433472889391	1.0	1.0
SNX14	0	7.529219856122438	0.9945525443883196	1.0	1.0
OTUD4	0	7.521895726496198	0.9945879757215177	1.0	1.0
RASSF7	0	7.521347015382917	0.9945906229086948	1.0	1.0
FCHSD2	0	7.519314144575937	0.994600421421485	1.0	1.0
EMC10	0	7.519138552215496	0.9946012671321313	1.0	1.0
HYAL2	10	2.194530611433533	0.994620038740083	1.0	1.0
TTN	0	7.515061659286128	0.9946208737132727	1.0	1.0
KCTD6	10	2.193784735948218	0.9946275536048528	1.0	1.0
ATF6	10	2.1937250924988705	0.9946281542059645	1.0	1.0
RP9	10	2.19187691099559	0.9946467416490896	1.0	1.0
FIG4	0	7.507909699723276	0.9946551344396204	1.0	1.0
SNW1	0	7.50725942556929	0.9946582410323779	1.0	1.0
MOV10	0	7.505695098804573	0.9946657086012197	1.0	1.0
CRY1	10	2.18995660575152	0.9946660062975975	1.0	1.0
TAF12	10	2.18776347941043	0.9946879479618883	1.0	1.0
ARHGEF1	0	7.4861606395432645	0.9947582741163813	1.0	1.0
ZNF460	10	2.1794220140320837	0.9947708199467026	1.0	1.0
PEX19	0	7.48098389681763	0.994782592645077	1.0	1.0
EXOSC7	0	7.477460131465623	0.9947990955146456	1.0	1.0
SMAD4	0	7.476427918109203	0.9948039219432906	1.0	1.0
ARL6	0	7.471941523967448	0.9948248587483807	1.0	1.0
BOD1	0	7.471179651343368	0.9948284076382167	1.0	1.0
ATP6V0A2	0	7.467641208970425	0.9948448651532715	1.0	1.0
TMEM246	0	7.465934705189474	0.9948527875437575	1.0	1.0
SNX24	0	7.464635122815462	0.9948588144203242	1.0	1.0
UBE3C	0	7.460073986721865	0.9948799232123884	1.0	1.0
NAA10	0	7.459120934621159	0.994884325325361	1.0	1.0
SYNJ2BP	10	2.1678391948621023	0.994884373422982	1.0	1.0
CCT2	0	7.458154680176169	0.9948887853942232	1.0	1.0
ATIC	0	7.457891964106924	0.9948899975211395	1.0	1.0
VPS36	0	7.456603365132147	0.9948959396374424	1.0	1.0
COMMD6	0	7.4549067521916434	0.9949037549769627	1.0	1.0
ATP5B	0	7.454848020480489	0.994904025352971	1.0	1.0
HNRNPL	0	7.452908169675505	0.9949129492977081	1.0	1.0
MTOR	0	7.451063193554158	0.9949214254305883	1.0	1.0
LIPT1	0	7.450915367264015	0.9949221040907734	1.0	1.0
MFF	0	7.450137518221747	0.9949256739716021	1.0	1.0
TUSC2	10	2.162714934778701	0.9949340487075915	1.0	1.0
CTU1	10	2.1607058561709493	0.9949534315014131	1.0	1.0
YRDC	0	7.441989998591616	0.9949629484340403	1.0	1.0
GSE1	10	2.1586279498368643	0.994973423039303	1.0	1.0
RPL34	0	7.438436750363785	0.9949791370360431	1.0	1.0
YPEL5	0	7.436616361959047	0.9949874149228799	1.0	1.0
IL6ST	0	7.4315611493234845	0.995010346525686	1.0	1.0
RPL18A	0	7.4310918185866015	0.9950124713402908	1.0	1.0
NCAPH2	10	2.152292396191212	0.9950340313031377	1.0	1.0
HMCES	0	7.417887779767937	0.9950719603783947	1.0	1.0
ECSCR	0	7.415935913282242	0.9950807068572952	1.0	1.0
COMMD3	0	7.414468443096343	0.9950872746976375	1.0	1.0
NEURL4	0	7.41315612813747	0.9950931422974909	1.0	1.0
ZRANB2	0	7.41180352410379	0.995099184285748	1.0	1.0
CABLES1	10	2.145411154948701	0.9950992714625514	1.0	1.0
DYNC1H1	0	7.411591473843479	0.9951001309703852	1.0	1.0
ADCY9	0	7.406489619844754	0.9951228646759422	1.0	1.0
C12orf10	0	7.406041110497747	0.99512485925768	1.0	1.0
PDS5B	0	7.405529290468074	0.9951271346090396	1.0	1.0
WBP11	0	7.402190382579353	0.9951419576558208	1.0	1.0
ATG14	10	2.13909476118756	0.995158619639323	1.0	1.0
RBM10	0	7.395906164053912	0.9951697604450398	1.0	1.0
TRA2B	0	7.395384816696818	0.9951720613831707	1.0	1.0
MRPL2	0	7.393238727258168	0.9951815239787649	1.0	1.0
DDX39B	0	7.389183609721358	0.995199364187932	1.0	1.0
FH	0	7.384059281775455	0.9952218341432935	1.0	1.0
RAB2A	0	7.381993012577862	0.9952308712589408	1.0	1.0
PPIL1	0	7.381249729760323	0.9952341188271213	1.0	1.0
TMEM248	10	2.13073833768162	0.9952363503921791	1.0	1.0
C12orf29	0	7.380292307219955	0.995238299461513	1.0	1.0
CINP	0	7.377760548851114	0.9952493406460328	1.0	1.0
BMPR2	10	2.1286240689242883	0.9952558759319419	1.0	1.0
BUB3	0	7.367189680228108	0.9952952240478178	1.0	1.0
SLC30A1	0	7.367063879772203	0.9952957679881527	1.0	1.0
NMT1	0	7.366982504694803	0.9952961198142076	1.0	1.0
DENR	0	7.366230945719849	0.995299368211355	1.0	1.0
